"GeneSymbol","EntrezID","WS5219_1_S1_L001_R1_001_seq20_MATCHED1","WS5219_2_S2_L001_R1_001_seq20_MATCHED1","WS5219_3_S3_L001_R1_001_seq20_MATCHED1","Confidence","InputCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"Cavin1","19285",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cavin2","20324",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cavin3","109042",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cavin4","68016",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbarp","100503659",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbfa2t2","12396",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbfa2t3","12398",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbfb","12400",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbl","12402",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Cblb","208650",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Cblc","80794",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Cblif","14603",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cbll1","104836",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbln1","12404",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbln2","12405",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbln3","56410",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbln4","228942",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbr1","12408",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cbr2","12409",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cbr3","109857",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cbr4","234309",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbs","12411",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cbwd1","226043",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx1","12412",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx2","12416",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx3","12417",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx4","12418",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx5","12419",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx6","494448",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx7","52609",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cbx8","30951",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cby1","73739",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cby3","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cc2d1a","212139",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cc2d1b","319965",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cc2d2a","231214",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cc2d2b","668310",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccar1","67500",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccar2","219158",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccbe1","320924",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc102a","234582",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc103","73293",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc105","70976",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc106","232821",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc107","622404",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc110","212392",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc112","240261",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc113","244608",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc114","211535",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc115","69668",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc116","76872",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc117","104479",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc12","72654",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccdc120","54648",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc121","403180",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc122","108811",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc124","234388",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc125","76041",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc126","57895",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc127","67433",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc13","100502861",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc130","67736",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc134","76457",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc136","232664",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc137","67291",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc138","76138",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc14","239839",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc141","545428",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc142","243510",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc144b","241943",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc146","75172",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc148","227933",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc149","100503884",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc15","245902",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc150","78016",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc151","77609",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc152","100039139",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc153","270150",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc154","207209",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc155","384619",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc157","216516",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc158","320696",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc159","67119",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc160","434778",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc162","75973",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc163","68394",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc166","223648",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc167","68597",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc169","320604",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc17","622665",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc170","100504234",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc171","320226",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc172","75645",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc173","75051",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc174","232236",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc175","73936",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc177","380768",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc178","70950",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc18","73254",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc180","381522",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc181","74895",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc182","74297",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc183","77058",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc184","239650",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc185","433386",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc186","213993",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc187","329366",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc188","102638083",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc189","233899",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc190","78465",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc191","212153",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc192","75444",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc194","619297",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"ccdc198","67082",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc22","54638",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc24","381546",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc25","67179",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc27","381580",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc28a","215814",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc28b","66264",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc3","74186",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc30","73332",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc32","269336",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc33","382077",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc34","68201",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc36","434438",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc38","237465",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc39","51938",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc40","207607",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc42","276920",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc43","52715",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc47","67163",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc50","67501",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc51","66658",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc54","69339",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc57","71276",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc58","381045",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc59","52713",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc6","76551",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc60","269693",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc61","232933",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc62","208908",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc63","330188",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc65","105833",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc66","320234",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc68","381175",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc69","52570",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc70","67929",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc71","72454",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc71l","72123",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc73","211936",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc74a","72315",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc77","67200",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc78","381077",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc7a","74703",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc7b","75453",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc8","434130",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc80","67896",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc81","70884",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc82","66396",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc83","75338",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc84","382073",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc85a","216613",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc85b","240514",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc85c","668158",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc86","108673",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc87","399599",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc88a","108686",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc88b","78317",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc88c","68339",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc89","70054",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc9","243846",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc90b","66365",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc91","67015",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc92","215707",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc92b","432582",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc93","70829",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc96","66717",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc97","52132",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccdc9b","214239",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccer1","66716",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccer2","100504112",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cchcr1","240084",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccin","442829",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cck","12424",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Cckar","12425",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Cckbr","12426",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl1","20290",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl11","20292",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl12","20293",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl17","20295",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl19","24047",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl2","20296",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl20","20297",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl21a","18829",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl21b","100042493",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl22","20299",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl24","56221",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl25","20300",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl26","541307",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl27a","20301",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl27b","100040048",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl28","56838",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl3","20302",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl4","20303",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl5","20304",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl6","20305",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl7","20306",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl8","20307",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccl9","20308",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccm2","216527",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccm2l","228788",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccn1","16007",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccn2","14219",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Ccn3","18133",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccn4","22402",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccn5","22403",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccn6","327743",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Ccna1","12427",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
