"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"HYAL3",8372,6,0.041491,0.14854,0.0090796,0.041248,0.88192,0.97912,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"HYAL4",23553,6,0.70733,1.2295,0.17242,0.31485,0.21888,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"HYDIN",54768,6,0.33502,0.60108,0.34129,0.50115,0.54779,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"HYI",81888,6,0.11367,0.3977,0.026547,0.086499,0.69085,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"HYKK",123688,3,0.35228,0.5841,0.525,0.66839,0.55915,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"HYLS1",219844,6,-0.0060242,-0.022571,0.0042402,0.024109,0.98199,0.99641,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"HYOU1",10525,6,-0.44271,-1.2813,0,0,0.20008,0.95824,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"HYPK",25764,6,-0.17214,-0.47356,0.00018436,0.0024067,0.63582,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IAH1",285148,6,0.39011,0.74653,0.53828,0.67925,0.45535,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IAPP",3375,6,0.13341,0.29941,0.034475,0.1033,0.76463,0.96206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IARS",3376,6,-0.13897,-0.37976,0.00046089,0.0052083,0.70413,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IARS2",55699,6,-0.62624,-1.4562,0,0,0.14533,0.95824,"HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Aminoacyl-tRNA biosynthesis"
"IBA57",200205,6,0.33384,0.79574,0.33747,0.49749,0.42618,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IBSP",3381,6,-0.013785,-0.042164,0.0037793,0.022301,0.96637,0.99249,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IBTK",25998,6,0.15033,0.30596,0.043508,0.12187,0.75964,0.96206,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ICA1",3382,6,0.25455,0.86401,0.15541,0.29296,0.38758,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ICA1L",130026,6,0.96674,1.1862,0.0047472,0.025744,0.23554,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ICAM1",3383,6,0.56387,0.76214,0.63958,0.75898,0.44597,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ICAM2",3384,6,0.19536,0.55798,0.077753,0.18149,0.57686,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ICAM3",3385,6,0.48129,0.73262,0.95704,0.97369,0.46379,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ICAM4",3386,6,0.25786,0.59149,0.16058,0.29942,0.55419,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ICAM5",7087,6,0.27683,0.54302,0.19708,0.34564,0.58712,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ICK",22858,6,-0.089398,-0.27654,0.00092179,0.008,0.78213,0.96318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ICMT",23463,6,0.10113,0.26329,0.021846,0.07543,0.79233,0.96404,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ICOS",29851,6,0.31019,0.69883,0.27299,0.43234,0.48466,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ICOSLG",23308,6,-0.045046,-0.12524,0.0021662,0.014892,0.90034,0.98059,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ID1",3397,6,0.18673,0.54206,0.069641,0.16813,0.58778,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ID2",3398,6,0.17683,0.53423,0.061483,0.15415,0.59318,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ID3",3399,6,0.23103,0.46164,0.12158,0.24833,0.64434,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ID4",3400,6,0.12041,0.35355,0.029221,0.092568,0.72368,0.95946,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IDE",3416,6,0.0012767,0.0033886,0.0046089,0.025361,0.9973,0.9997,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IDH1",3417,6,0.13751,0.46526,0.036733,0.1082,0.64174,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDH2",3418,6,0.87744,1.0662,0.019542,0.069565,0.28635,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDH3A",3419,6,-0.12591,-0.2626,0.00055307,0.0058622,0.79286,0.96404,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDH3B",3420,6,-0.21726,-0.69784,0.000092179,0.0013717,0.48528,0.95824,"MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Biosynthesis of amino acids, Carbon metabolism, Citrate cycle (TCA cycle), 2-Oxocarboxylic acid metabolism"
"IDH3G",3421,6,0.37066,1.0677,0.46158,0.61246,0.28566,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDI1",3422,6,-0.077843,-0.18385,0.0011061,0.0091638,0.85413,0.97306,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDI2",91734,6,0.66214,1.2867,0.27926,0.43845,0.1982,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDNK",414328,6,0.12873,0.39987,0.032631,0.099592,0.68926,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IDO1",3620,6,0.68565,1.1,0.21911,0.37016,0.27134,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IDS",3423,6,0.10312,0.36477,0.022722,0.077528,0.71528,0.95885,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IDUA",3425,6,0.40239,0.86829,0.59054,0.72194,0.38523,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IER2",9592,6,0.31726,0.72529,0.29151,0.45098,0.46827,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IER3",8870,6,0.44756,0.92496,0.79274,0.87009,0.35499,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IER3IP1",51124,6,0.54667,0.74056,0.71992,0.81973,0.45896,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IER5",51278,6,0.26077,0.51964,0.1662,0.30676,0.60331,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IER5L",389792,6,0.20884,0.52004,0.09204,0.2044,0.60304,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFFO1",25900,6,0.025178,0.06847,0.0067751,0.033341,0.94541,0.98918,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFFO2",126917,6,0.3108,0.5902,0.27446,0.43385,0.55506,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI16",3428,6,0.13862,0.26649,0.037148,0.10911,0.78987,0.96404,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFI27",3429,6,0.39081,1.24,0.54127,0.68196,0.21498,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI27L1",122509,6,0.34596,0.75638,0.37337,0.53216,0.44942,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI27L2",83982,6,0.43793,0.89378,0.74674,0.83827,0.37144,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI30",10437,6,0.14265,0.39046,0.039084,0.11293,0.6962,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFI35",3430,6,0.64594,1.0507,0.32594,0.48571,0.29339,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI44",10561,6,0.44363,0.87439,0.77444,0.85786,0.3819,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI44L",10964,6,0.18611,0.57746,0.06918,0.16732,0.56363,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFI6",2537,6,0.63215,0.9302,0.37093,0.52975,0.35227,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFIH1",64135,6,0.69447,1.4959,0.19805,0.3467,0.13467,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFIT1",3434,6,0.50878,1.1002,0.904,0.94203,0.27124,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFIT1B",439996,6,-0.055939,-0.15358,0.0018897,0.013603,0.87794,0.97806,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFIT2",3433,6,0.041265,0.12304,0.0090796,0.041248,0.90207,0.98059,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFIT3",3437,6,0.28453,0.80594,0.2115,0.36199,0.42028,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFIT5",24138,6,0.21002,0.63911,0.093285,0.20619,0.52275,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFITM1",8519,6,0.18473,0.48783,0.067936,0.16519,0.62567,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFITM10",402778,6,0.51247,1.1463,0.88547,0.92888,0.25166,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFITM2",10581,6,0.86296,1.0795,0.02452,0.081922,0.28034,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFITM3",10410,6,0.31338,0.6389,0.2817,0.44096,0.52289,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFITM5",387733,6,0.05141,0.15788,0.010693,0.046004,0.87455,0.97705,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFNA1",3439,5,0.60666,1.2391,0.49975,0.647,0.21531,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA10",3446,6,0.43283,0.76488,0.72286,0.82188,0.44434,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA13",3447,1,0.47178,0.57732,0.93294,0.95956,0.56372,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA14",3448,6,0.42973,1.003,0.70867,0.81076,0.31586,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA16",3449,6,0.19168,0.47252,0.074158,0.17579,0.63655,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA17",3451,6,0.48121,0.78633,0.95649,0.97345,0.43167,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA2",3440,6,0.26312,0.70365,0.17016,0.31204,0.48165,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA21",3452,5,0.40446,0.91432,0.62437,0.74679,0.36055,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA4",3441,5,0.71151,1.147,0.20602,0.35606,0.25137,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA5",3442,6,0.25248,0.65885,0.15196,0.2884,0.50999,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA6",3443,6,0.22722,0.53501,0.11651,0.2412,0.59264,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA7",3444,6,0.69753,1.0988,0.19205,0.3395,0.27187,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNA8",3445,6,0.39497,0.68135,0.55911,0.69606,0.49565,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNAR1",3454,6,0.30418,0.6973,0.25695,0.41361,0.48561,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNAR2",3455,6,0.36132,0.74391,0.42743,0.58192,0.45693,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNB1",3456,6,0.09287,0.21821,0.019311,0.069268,0.82727,0.96988,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNE",338376,6,0.206,0.43689,0.088906,0.19946,0.66219,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNG",3458,6,0.77119,1.0074,0.083145,0.19034,0.31375,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IFNGR1",3459,6,0.82177,1.2163,0.043785,0.12247,0.22385,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNGR2",3460,6,0.14071,0.2395,0.038162,0.11122,0.81072,0.967,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNK",56832,6,0.44845,1.0767,0.79629,0.87231,0.28162,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNL1",282618,6,0.42194,0.85262,0.67152,0.78237,0.39387,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNL2",282616,6,0.1637,0.54564,0.051804,0.13686,0.58532,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNL3",282617,6,0.023473,0.058363,0.0064986,0.032177,0.95346,0.99048,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNL4",101180976,6,0.15161,0.38326,0.044246,0.12317,0.70152,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFNLR1",163702,6,0.1847,0.74457,0.067936,0.16519,0.45653,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFNW1",3467,6,0.40238,0.90756,0.5904,0.72181,0.36411,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IFRD1",3475,6,0.24773,0.43794,0.14477,0.2788,0.66143,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFRD2",7866,6,0.11989,0.44762,0.029036,0.092132,0.65443,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT122",55764,6,0.093247,0.27016,0.019404,0.0693,0.78703,0.96369,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT140",9742,6,-0.031634,-0.11398,0.002581,0.016627,0.90926,0.98161,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT172",26160,6,0.48065,0.7276,0.95396,0.97165,0.46686,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT20",90410,6,0.067779,0.22379,0.013089,0.052622,0.82292,0.96909,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT27",11020,6,0.28433,0.82996,0.21109,0.3616,0.40656,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT43",112752,6,0.27015,0.56439,0.18385,0.32953,0.57249,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT46",56912,6,0.33221,0.79737,0.33175,0.49137,0.42524,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT52",51098,6,0.13758,0.34547,0.036733,0.1082,0.72974,0.95952,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT57",55081,6,0.36244,0.60917,0.43172,0.58624,0.54241,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT74",80173,6,0.26039,0.63453,0.16509,0.30524,0.52574,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT80",57560,6,0.5361,1.2244,0.76992,0.85452,0.22079,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT81",28981,6,0.10167,0.22172,0.022031,0.075873,0.82453,0.96964,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IFT88",8100,6,0.48685,1.2064,0.98387,0.98962,0.22767,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGBP1",3476,6,0.12106,0.17458,0.029543,0.093304,0.86141,0.97404,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IGDCC3",9543,6,0.43435,1.0235,0.73033,0.82695,0.30607,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGDCC4",57722,6,0.23488,0.65631,0.12693,0.25581,0.51163,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGF1",3479,6,0.41452,0.87593,0.64078,0.75964,0.38107,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IGF1R",3480,6,0.16599,0.49779,0.053418,0.13967,0.61863,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IGF2",3481,6,0.38112,0.8423,0.50058,0.64761,0.39962,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGF2BP1",10642,6,-0.14367,-0.43093,0.00036871,0.0042712,0.66652,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGF2BP2",10644,6,-0.076012,-0.21973,0.0012444,0.010105,0.82608,0.96988,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGF2BP3",10643,6,0.316,0.85359,0.28847,0.44806,0.39333,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGF2R",3482,6,-0.0021006,-0.0050572,0.0043785,0.024522,0.99596,0.9997,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IGFALS",3483,6,0.38032,0.92861,0.4974,0.6448,0.35309,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP1",3484,6,-0.11976,-0.29181,0.00059916,0.0061787,0.77043,0.96228,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP2",3485,6,0.69989,1.2487,0.18754,0.33429,0.21177,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP3",3486,6,0.40226,1.1741,0.58999,0.72159,0.24036,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IGFBP4",3487,6,0.28496,0.78075,0.21252,0.36333,0.43495,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP5",3488,6,0.12303,0.31899,0.030603,0.095677,0.74973,0.96206,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP6",3489,6,0.20257,0.65744,0.085404,0.19419,0.5109,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBP7",3490,6,0.11938,0.33975,0.028852,0.091735,0.73404,0.95992,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFBPL1",347252,6,0.58255,0.77557,0.55777,0.69496,0.43801,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFL1",374918,6,0.15344,0.33663,0.045168,0.12457,0.7364,0.96049,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFL2",147920,6,0.28312,0.76415,0.20851,0.35851,0.44478,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFL3",388555,6,0.33203,0.80152,0.33101,0.49074,0.42283,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFL4",444882,6,0.61838,1.3582,0.41964,0.57557,0.17441,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFLR1",79713,6,0.45514,1.1917,0.8267,0.89257,0.23336,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGFN1",91156,6,0.16163,0.41644,0.050237,0.13386,0.67709,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGHMBP2",3508,6,0.023566,0.078412,0.0064986,0.032177,0.9375,0.98733,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGIP",492311,6,0.24174,0.57091,0.13606,0.26782,0.56806,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGLL1",3543,6,-0.11833,-0.29643,0.00064525,0.0065635,0.7669,0.96228,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGLL5",100423062,6,0.31506,0.60358,0.28612,0.44575,0.54612,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGLON5",402665,6,0.042775,0.12042,0.0093561,0.042116,0.90415,0.98111,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF1",3547,6,0.53854,0.89362,0.75923,0.84698,0.37153,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF10",285313,6,0.36037,0.97062,0.42434,0.58007,0.33174,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF11",152404,6,-0.081901,-0.29874,0.00096788,0.0081871,0.76514,0.96206,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF21",84966,6,0.074833,0.26004,0.01461,0.056708,0.79483,0.96404,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF22",283284,6,0.32547,0.92921,0.31419,0.47427,0.35278,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF23",147710,6,0.40166,0.86177,0.5875,0.71964,0.38882,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF3",3321,6,-0.32317,-1.0283,0,0,0.30382,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"IGSF5",150084,6,0.6051,1.4521,0.46928,0.61961,0.14648,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IGSF6",10261,6,0.58536,0.97254,0.54643,0.68591,0.33078,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF8",93185,6,0.18169,0.53178,0.065769,0.1619,0.59488,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IGSF9",57549,6,-0.038503,-0.12851,0.0023966,0.016,0.89775,0.98055,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IHH",3549,6,0.3823,0.81465,0.50491,0.65135,0.41527,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IK",3550,6,-0.13613,-0.37503,0.00050698,0.0055528,0.70764,0.95856,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKBIP",121457,6,0.42987,0.40031,0.70955,0.81137,0.68893,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKBKB",3551,6,0.5553,1.3288,0.67848,0.78772,0.18392,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"IKBKE",9641,6,0.37665,0.76632,0.48403,0.63334,0.44349,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IKBKG",8517,6,0.20178,0.64904,0.084574,0.19283,0.51631,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"IKZF1",10320,6,0.027649,0.072816,0.007236,0.035174,0.94195,0.9883,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"IKZF2",22807,6,0.21274,0.52317,0.096788,0.2115,0.60086,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
